date,city,state,dead,injured,total,description
5/7/22,Garland,Texas,2,2,4,"A shooting outside a house party left two teenagers dead, and two others injured, shortly before midnight."
5/7/22,Brownsville,Florida,0,4,4,"A fight during an informal car meet among a group of people led to a shooting that injured four, including two juveniles."
5/6/22,New Orleans,Louisiana,2,4,6,"A shooting in the Village de L'Est neighborhood left two killed, and four others wounded."
5/5/22,Sunnyside,Washington,0,5,5,"During a Cinco de Mayo festival, a gang member shot at a member of a rival gang who was in a crowd of people, wounding five bystanders--including four children. The shooting prompted the cancellation of the event. A 13-year old boy has now been arrested as the suspected shooter."
5/3/22,Chicago,Illinois,0,4,4,Three people were shot in the Chicago Loop as they sat at a red light at an intersection by two people. Another person was shot by a stray bullet as they crossed the street.
5/3/22,Baton Rouge,Louisiana,0,5,5,Five people were injured in a shooting incident during the evening.
5/3/22,Beaumont,Texas,0,5,5,"An unknown shooter opened fire through an apartment window, and wounded five people."
5/3/22,Newkirk,Oklahoma,0,4,4,A shooting at a casino in Kaw Nation territory wounded four.
5/1/22,Clinton,North Carolina,1,3,4,"A party being held at a park ended in gunfire, with four people being shot. One person succumbed to their injuries."
5/1/22,Springfield,Ohio,1,4,5,"Five people were shot, one fatally, on a street in the early morning."
5/1/22,Tarpon Springs,Florida,0,6,6,"An argument among a group of people led to someone opening fire, wounding six."
5/1/22,Lafayette,Louisiana,0,12,12,Officers responding to shots fired engaged an active shooter and shot the attacker. Eleven people were shot before police stopped the shooter.
4/30/22,Atlanta,Georgia,1,4,5,"A fight in the Rosedale Heights neighborhood led to a shooting that killed one, and injured four others."
4/30/22,Jackson,Mississippi,1,5,6,A shooting by multiple people at a festival wounded five. One of the shooters was fatally shot by a responding officer.
4/29/22,New Orleans,Louisiana,0,6,6,A shootout at a bar between two groups of people wounded six people in the 11th Ward neighborhood.
4/29/22,Laurel,Mississippi,0,4,4,A shooting at a party injured four.
4/29/22,Knoxville,Tennessee,2,2,4,"Two people were killed, and three others were injured, after a fight between two biker gangs led to a gunfight in a bar parking lot in the Fountain City neighborhood."
4/29/22,Jackson,Tennessee,2,2,4,"Four teenagers were shot, two fatally, in a drive by shooting."
4/28/22,Bessemer,Alabama,1,3,4,"A woman was killed, and three other people were injured, including a teenager, in a revenge shooting."
4/27/22,Opelousas,Louisiana,2,3,5,"An argument between two men escalated into a shooting that killed a young girl, and another man. Three children, including a toddler, were also shot."
4/27/22,Chicago,Illinois,0,4,4,"Four people, including a teenager, were wounded in a drive-by shooting in the West Garfield Park neighborhood."
4/27/22,San Antonio,Texas,0,4,4,"During the filming of a music video at a barber shop, at least one person opened fire from a passing vehicle, wounding four. A fifth person was injured while trying to flee."
4/27/22,Phoenix,Arizona,0,4,4,Four people were shot during an argument in the Maryvale Village neighborhood.
4/27/22,Biloxi and Gulfport,Mississippi,4,0,4,"A man fatally shot three people, including the owner, at a motel in Biloxi before fleeing westward to Gulfport. In Gulfport, he fatally shot another man and carjacked his vehicle, before barricading himself inside a convenience store. The shooter assaulted two employees of the convenience store, but they escaped unharmed, after which he barricaded himself inside an office. The shooter set a fire in the room which caused him to die of smoke inhalation."
4/26/22,Rock Hill,South Carolina,3,1,4,Three teenagers were fatally shot on a road in northwest Rock Hill. Another person was shot but survived.
4/25/22,Birmingham,Alabama,1,3,4,"A shooting at a gathering at a Shell gas station wounded three people, and killed one."
4/24/22,Lafayette,Indiana,2,4,6,"A fight at a house party led to six people being shot, with two dying from their injuries."
4/24/22,Myrtle Beach,South Carolina,1,3,4,"Four people were shot, one fatally, during the early morning hours."
4/23/22,Rocky Mount,North Carolina,0,4,4,A fight at a sports bar led to a shooting that injured four during the early morning hours in the Goldest East neighborhood.
4/23/22,San Bernardino,California,1,4,5,"Five people were shot, one fatally, in a shooting at a bar in the Muscupiabe neighborhood."
4/23/22,Atlanta,Georgia,0,5,5,Five people were shot in the Hotel District neighborhood during the late night hours.
4/23/22,Chicago,Illinois,2,2,4,"Four people were shot, two fatally, in a drive-by shooting in the West Englewood neighborhood."
4/22/22,Washington D.C.,Washington D.C.,1,4,5,"A 23-year old man shot at random people at Edmund Burke School from his apartment with a sniper-style set-up, wounding four—including a child, in the Forest Hills neighborhood. The man committed suicide as officers entered his apartment."
4/22/22,Cincinnati,Ohio,0,4,4,Four people were injured in the Walnut Hills neighborhood.
4/22/22,Petersburg,Virginia,0,4,4,Four people were injured in a shooting during the night in central Petersburg.
4/21/22,Mountain View,Arkansas,4,0,4,A man shot to death his parents and another couple a quarter-mile apart from each other inside their homes.
4/20/22,Duluth,Minnesota,5,0,5,"A man shot four of his family members, including two children, as they slept before shooting himself."
4/18/22,Cooleemee,North Carolina,4,0,4,A man shot his girlfriend and their two young children before shooting himself.
4/17/22,Philadelphia,Pennsylvania,0,4,4,Four people were shot in the Fairhill neighborhood.
4/17/22,Pittsburgh,Pennsylvania,2,9,11,"2022 Pittsburgh shooting: An early morning shooting at a party held at an Airbnb rental property in the East Allegheny neighborhood killed two juveniles, and wounded nine others. Five people sustained injuries such as broken bones and cuts when they jumped out windows to escape the gunfire."
4/17/22,Furman,South Carolina,0,9,9,A shooting at an Easter party being hosted at a nightclub wounded nine.
4/17/22,Sacramento,California,1,3,4,"A shooting in the Parkway neighborhood wounded three, and killed one, during the early morning hours."
4/17/22,Portland,Oregon,1,3,4,"One teenage boy died, and three others are in a hospital, after a shooting in the Centennial neighborhood."
4/17/22,Baldwin,Louisiana,0,5,5,Five people were shot during the late evening hours.
4/17/22,Golden Glades,Florida,1,3,4,"A fight at an Easter party being held at a home ended in gunshots, with a man being killed and three others, including two juveniles, being injured."
4/16/22,Milledgeville,Georgia,0,4,4,"An argument between two men at a bar escalated, with them opening fire on each other and wounding one another. Two bystanders were also shot."
4/16/22,North Las Vegas,Nevada,0,4,4,"Four people were shot, including two children, during a house party."
4/16/22,Pittsburg,Texas,1,6,7,"Seven people were shot, one fatally, during a shooting at a pasture party and trail ride."
4/16/22,Paw Paw,Michigan,0,4,4,An exchange of gunfire behind a bar left four wounded.
4/16/22,Syracuse,New York,1,4,5,"Shortly after midnight, five people were shot, one fatally, in the Armory Square neighborhood."
4/16/22,Baltimore,Maryland,1,3,4,"A shooting killed one, and injured three others, in northwest Baltimore during the evening."
4/16/22,Columbia,South Carolina,0,9,9,"Columbiana Centre shooting: Nine people were shot, and five others were injured while fleeing a shooting at the Columbiana Centre, after at least one person opened fire."
4/15/22,Walnut Township,Kansas,1,3,4,"Police officers responding to reports of a suspicious vehicle found a woman inside a Jeep, who refused to cooperate with officers. She then pulled out a gun when officers attempted to remove her from the vehicle and opened fire, wounding three officers before being fatally shot."
4/15/22,Stockton,California,2,2,4,"A group of people approached another group and opened fire, killing two and wounding two others in the Pacific neighborhood."
4/12/22,New York City,New York,1,3,4,"Four people were shot, one fatally, in the Allerton neighborhood of The Bronx."
4/12/22,New York City,New York,0,10,10,"2022 New York City Subway attack: Ten people were shot when a gunman motivated by black supremacy opened fire on a New York City Subway train as it approached the 36th Street station in the Sunset Park neighborhood. Immediately before the attack, the assailant donned a gas mask and threw smoke bombs. The incident caused 19 others to be injured as they fled. The suspect was arrested the next day."
4/10/22,Baton Rouge,Louisiana,0,4,4,"Police found three people shot at two related shootings, after a victim flagged down a police cruiser."
4/10/22,Elgin,Illinois,1,5,6,"An early morning shooting at a gathering being held at an apartment complex killed one, and injured five."
4/10/22,Indianapolis,Indiana,1,5,6,"A fight at a birthday party being held at an event venue erupted into gunfire, with five people being injured, and another person being killed, both in and outside the building."
4/10/22,Willowbrook,California,2,4,6,"First responders found two men dead, and four others injured, after a shooting."
4/10/22,Cedar Rapids,Iowa,2,10,12,"A targeted shooting at a nightclub wounded ten, and killed two, after two men opened fire in the Oakhill Jackson neighborhood."
4/9/22,Houston,Texas,1,3,4,"A fight inside a bar in the Wingate neighborhood spilled outside, where multiple men pulled out firearms and opened fire at each other, resulting in the death of one man, and injuries to three others."
4/9/22,Miami,Florida,0,4,4,Four people were shot outside a convenience store in the Model City neighborhood during the early morning.
4/9/22,Washington D.C.,Washington D.C.,0,4,4,"A shooting carried out by two men across multiple blocks wounded four, including two teenagers."
4/7/22,Latimer,Mississippi,4,0,4,"A man fatally shot his estranged wife, a relative, and another person in a home before shooting himself."
4/6/22,Philadelphia,Pennsylvania,1,3,4,"A man shot two women in the Frankford neighborhood before being pursued by police to an apartment building, where he barricaded himself inside and engaged in a gunfight with police. The man wounded a SEPTA police officer before fatally shooting himself."
